Time (t),Original_Delayed,Original_Current,Derived_Delayed,Derived_Current,Residual_Error
4772.0,1.163206174032082,0.8062782940826163,0.7235790004710031,0.9748978240683661,-0.1686195299857498
4773.0,1.1575704996442422,0.7702489703810348,0.7906560984398697,1.017670487669526,-0.24742151728849116
4774.0,1.1524643129974224,0.7390710415849278,0.8469325389583321,1.0577490493495316,-0.31867800776460387
4775.0,1.1506472520508249,0.7118151345805462,0.8920288474339131,1.0894007410071704,-0.3775856064266242
4776.0,1.1546875157468348,0.6868977569923215,0.9265372398498731,1.1101688485608052,-0.42327109156848375
4777.0,1.166151930817269,0.6623679705833843,0.9513831383357216,1.1207731065503512,-0.45840513596696697
4778.0,1.1847597184657215,0.6365042695547739,0.9675287040336169,1.1237553538758562,-0.48725108432108233
4779.0,1.207733217471963,0.6084776661187095,0.975893626834518,1.1222173067262633,-0.5137396406075538
4780.0,1.2297147111121387,0.5786866229704631,0.9773845503374078,1.1190988270996816,-0.5404122041292184
4781.0,1.2439074618397983,0.5485643667203991,0.9729520076717131,1.1168573825340764,-0.5682930158136773
4782.0,1.244505744913195,0.5201046002420788,0.9636338042092836,1.1173327659376948,-0.597228165695616
4783.0,1.228934517167309,0.4955453525305446,0.9505857388604831,1.1216741890755826,-0.6261288365450379
4784.0,1.198240091485306,0.47739646297842664,0.9351243747490893,1.1302977216538552,-0.6529012586754286
4785.0,1.1558006099566707,0.46866247199981353,0.9188086061764706,1.1428978087275847,-0.6742353367277711
4786.0,1.1057185934285527,0.4729046066900165,0.9035719286487508,1.158550330868237,-0.6856457241782206
4787.0,1.0517744835631935,0.49362820494329085,0.8918704253069836,1.1759085247425018,-0.682280319799211
4788.0,0.9970113891172027,0.5326470546788237,0.8866978092138096,1.1934136424285,-0.6607665877496763
4789.0,0.9437027386886452,0.5881761034961879,0.8911877523788058,1.2093525228242752,-0.6211764193280873
4790.0,0.8934733644703662,0.6546187308203513,0.9076529781966116,1.2215792108923658,-0.5669604800720145
4791.0,0.8474368166498338,0.7247887476247743,0.9364038215810603,1.2269762599293843,-0.50218751230461
4792.0,0.8062782940826163,0.7926179698010282,0.9748978240683661,1.2214430081154437,-0.42882503831441554
4793.0,0.7702489703810348,0.8543854520793452,1.017670487669526,1.2016288649824722,-0.347243412903127
4794.0,0.7390710415849278,0.9084885396632293,1.0577490493495316,1.167663576229816,-0.2591750365665867
4795.0,0.7118151345805462,0.9546606797697506,1.0894007410071704,1.123532670502073,-0.1688719907323224
4796.0,0.6868977569923215,0.993230880282079,1.1101688485608052,1.0746047016614793,-0.0813738213794003
4797.0,0.6623679705833843,1.0246150429356722,1.1207731065503512,1.0253953442286392,-0.0007803012929670228
4798.0,0.6365042695547739,1.0490662667191908,1.1237553538758562,0.9788880796764201,0.07017818704277068
4799.0,0.6084776661187095,1.0666659002106742,1.1222173067262633,0.9366783762764117,0.1299875239342625
4800.0,0.5786866229704631,1.077489092105437,1.1190988270996816,0.8992611693173365,0.1782279227881005
4801.0,0.5485643667203991,1.081818753528962,1.1168573825340764,0.8662754035205859,0.2155433500083762
4802.0,0.5201046002420788,1.0802854069221681,1.1173327659376948,0.8367317577124492,0.2435536492097189
4803.0,0.4955453525305446,1.073905044693382,1.1216741890755826,0.8092717138624944,0.2646333308308876
4804.0,0.47739646297842664,1.0640766714484788,1.1302977216538552,0.7824662904211763,0.2816103810273025
4805.0,0.46866247199981353,1.0526062331755341,1.1428978087275847,0.755115607579423,0.29749062559611117
4806.0,0.4729046066900165,1.0417640028996087,1.158550330868237,0.7264776911864174,0.3152863117131913
4807.0,0.49362820494329085,1.0342913200575803,1.1759085247425018,0.6963584851972234,0.33793283486035686
